No datetime | INFO | Start app codemaster version: 0.0.7
No datetime | DEBUG | SAMUTRINOS_BOLT_B_00001 killed when TIMER_00004 ticked 0 secs.
No datetime | DEBUG | MUTENTRINOS_BOLT_B_00002 killed when TIMER_00006 ticked 0 secs.
No datetime | DEBUG | SAMUTRINOS_BOLT_B_00002 killed when TIMER_00010 ticked 0 secs.
No datetime | DEBUG | MUTENTRINOS_BOLT_B_00003 killed when TIMER_00014 ticked 0 secs.
No datetime | DEBUG | MUTENTRINOS_BOLT_B_00004 killed when TIMER_00016 ticked 0 secs.
No datetime | DEBUG | SAMUTRINOS_BOLT_B_00003 killed when TIMER_00019 ticked 0 secs.
No datetime | DEBUG | MUTENTRINOS_BOLT_B_00005 killed when TIMER_00023 ticked 0 secs.
No datetime | DEBUG | MUTENTRINOS_BOLT_B_00006 killed when TIMER_00025 ticked 0 secs.
No datetime | DEBUG | SAMUTRINOS_BOLT_B_00004 killed when TIMER_00027 ticked 0 secs.
No datetime | DEBUG | MUTENTRINOS_BOLT_A_00001 killed when TIMER_00032 ticked 0 secs.
No datetime | DEBUG | MUTENTRINOS_BOLT_A_00002 killed when TIMER_00034 ticked 0 secs.
No datetime | DEBUG | SAMUTRINOS_BOLT_B_00005 killed when TIMER_00036 ticked 0 secs.
No datetime | DEBUG | MUTENTRINOS_BOLT_B_00007 killed when TIMER_00039 ticked 0 secs.
No datetime | DEBUG | MUTENTRINOS_BOLT_B_00008 killed when TIMER_00043 ticked 0 secs.
No datetime | INFO | Save current game
No datetime | DEBUG | Save current game PC
No datetime | DEBUG | Save current game items
No datetime | DEBUG | Save current game items: Not initial actors
No datetime | DEBUG | Save current game NPCs
No datetime | DEBUG | Save current game NPCs: Not initial actors
No datetime | INFO | Clean game data
No datetime | INFO | End app codemaster
